Timestamp,Sensor ID,Vehicle Count,Average Speed (km/h),Density (%)
2026-08-12 18:12:00,SENS-1004,362,12,100
2026-08-12 18:27:00,SENS-1004,217,16,92
2026-08-12 18:42:00,SENS-1004,242,30,80
2026-08-12 18:57:00,SENS-1004,260,38,86
2026-08-12 19:12:00,SENS-1004,165,34,55
2026-08-12 19:27:00,SENS-1004,288,18,100
2026-08-12 19:42:00,SENS-1004,271,38,90
2026-08-12 19:57:00,SENS-1004,171,21,56
2026-08-12 20:12:00,SENS-1004,126,60,42
2026-08-12 20:27:00,SENS-1004,75,47,25
2026-08-12 20:42:00,SENS-1004,92,73,30
2026-08-12 20:57:00,SENS-1004,130,70,43
2026-08-12 21:12:00,SENS-1004,102,49,34
2026-08-12 21:27:00,SENS-1004,76,53,25
2026-08-12 21:42:00,SENS-1004,114,72,38
2026-08-12 21:57:00,SENS-1004,75,70,25
2026-08-12 22:12:00,SENS-1004,84,49,28
2026-08-12 22:27:00,SENS-1004,91,55,30
2026-08-12 22:42:00,SENS-1004,70,49,23
2026-08-12 22:57:00,SENS-1004,149,57,49
2026-08-12 23:12:00,SENS-1004,18,61,6
2026-08-12 23:27:00,SENS-1004,24,90,8
2026-08-12 23:42:00,SENS-1004,18,77,6
2026-08-12 23:57:00,SENS-1004,15,90,5
2026-08-13 00:12:00,SENS-1004,27,82,9
2026-08-13 00:27:00,SENS-1004,45,80,15
2026-08-13 00:42:00,SENS-1004,19,81,6
2026-08-13 00:57:00,SENS-1004,18,77,6
2026-08-13 01:12:00,SENS-1004,16,55,5
2026-08-13 01:27:00,SENS-1004,34,84,11
2026-08-13 01:42:00,SENS-1004,13,96,4
2026-08-13 01:57:00,SENS-1004,26,87,8
2026-08-13 02:12:00,SENS-1004,8,59,2
2026-08-13 02:27:00,SENS-1004,13,83,4
2026-08-13 02:42:00,SENS-1004,23,95,7
2026-08-13 02:57:00,SENS-1004,13,85,4
2026-08-13 03:12:00,SENS-1004,39,67,13
2026-08-13 03:27:00,SENS-1004,37,71,12
2026-08-13 03:42:00,SENS-1004,23,98,7
2026-08-13 03:57:00,SENS-1004,20,61,6
2026-08-13 04:12:00,SENS-1004,16,79,5
2026-08-13 04:27:00,SENS-1004,36,79,12
2026-08-13 04:42:00,SENS-1004,41,66,13
2026-08-13 04:57:00,SENS-1004,33,80,11
2026-08-13 05:12:00,SENS-1004,33,88,11
2026-08-13 05:27:00,SENS-1004,23,78,7
2026-08-13 05:42:00,SENS-1004,31,72,10
2026-08-13 05:57:00,SENS-1004,20,79,6
2026-08-13 06:12:00,SENS-1004,167,65,55
2026-08-13 06:27:00,SENS-1004,83,63,27
2026-08-13 06:42:00,SENS-1004,89,60,29
2026-08-13 06:57:00,SENS-1004,57,41,19
2026-08-13 07:12:00,SENS-1004,230,26,76
2026-08-13 07:27:00,SENS-1004,124,10,61
2026-08-13 07:42:00,SENS-1004,232,12,97
2026-08-13 07:57:00,SENS-1004,172,17,77
2026-08-13 08:12:00,SENS-1004,103,47,34
2026-08-13 08:27:00,SENS-1004,196,35,65
2026-08-13 08:42:00,SENS-1004,395,36,100
2026-08-13 08:57:00,SENS-1004,293,17,100
2026-08-13 09:12:00,SENS-1004,190,41,63
2026-08-13 09:27:00,SENS-1004,188,28,62
2026-08-13 09:42:00,SENS-1004,254,16,100
2026-08-13 09:57:00,SENS-1004,173,45,57
2026-08-13 10:12:00,SENS-1004,76,66,25
2026-08-13 10:27:00,SENS-1004,75,61,25
2026-08-13 10:42:00,SENS-1004,86,50,28
2026-08-13 10:57:00,SENS-1004,141,46,47
2026-08-13 11:12:00,SENS-1004,89,40,29
2026-08-13 11:27:00,SENS-1004,34,60,11
2026-08-13 11:42:00,SENS-1004,79,38,26
2026-08-13 11:57:00,SENS-1004,92,42,30
2026-08-13 12:12:00,SENS-1004,67,71,22
2026-08-13 12:27:00,SENS-1004,69,62,23
2026-08-13 12:42:00,SENS-1004,76,53,25
2026-08-13 12:57:00,SENS-1004,175,56,58
2026-08-13 13:12:00,SENS-1004,90,57,30
2026-08-13 13:27:00,SENS-1004,108,43,36
2026-08-13 13:42:00,SENS-1004,49,60,16
2026-08-13 13:57:00,SENS-1004,96,64,32
2026-08-13 14:12:00,SENS-1004,58,55,19
2026-08-13 14:27:00,SENS-1004,124,58,41
2026-08-13 14:42:00,SENS-1004,48,53,16
2026-08-13 14:57:00,SENS-1004,112,47,37
2026-08-13 15:12:00,SENS-1004,98,40,32
2026-08-13 15:27:00,SENS-1004,58,53,19
2026-08-13 15:42:00,SENS-1004,168,41,56
2026-08-13 15:57:00,SENS-1004,42,40,14
2026-08-13 16:12:00,SENS-1004,348,27,100
2026-08-13 16:27:00,SENS-1004,129,20,43
2026-08-13 16:42:00,SENS-1004,287,35,95
2026-08-13 16:57:00,SENS-1004,259,22,86
2026-08-13 17:12:00,SENS-1004,147,22,49
2026-08-13 17:27:00,SENS-1004,140,21,46
2026-08-13 17:42:00,SENS-1004,257,9,100
2026-08-13 17:57:00,SENS-1004,188,32,62
2026-08-13 18:12:00,SENS-1004,219,25,73
2026-08-13 18:27:00,SENS-1004,223,15,94
2026-08-13 18:42:00,SENS-1004,165,18,75
2026-08-13 18:57:00,SENS-1004,163,21,54
2026-08-13 19:12:00,SENS-1004,175,10,78
2026-08-13 19:27:00,SENS-1004,186,16,82
2026-08-13 19:42:00,SENS-1004,234,29,78
2026-08-13 19:57:00,SENS-1004,306,24,100
2026-08-13 20:12:00,SENS-1004,161,73,53
2026-08-13 20:27:00,SENS-1004,55,58,18
2026-08-13 20:42:00,SENS-1004,75,46,25
2026-08-13 20:57:00,SENS-1004,51,60,17
2026-08-13 21:12:00,SENS-1004,127,48,42
2026-08-13 21:27:00,SENS-1004,78,73,26
2026-08-13 21:42:00,SENS-1004,174,74,57
2026-08-13 21:57:00,SENS-1004,67,42,22
2026-08-13 22:12:00,SENS-1004,102,54,34
2026-08-13 22:27:00,SENS-1004,73,58,24
2026-08-13 22:42:00,SENS-1004,94,60,31
2026-08-13 22:57:00,SENS-1004,67,67,22
2026-08-13 23:12:00,SENS-1004,61,63,20
2026-08-13 23:27:00,SENS-1004,23,60,7
2026-08-13 23:42:00,SENS-1004,26,82,8
2026-08-13 23:57:00,SENS-1004,26,98,8
2026-08-14 00:12:00,SENS-1004,28,71,9
2026-08-14 00:27:00,SENS-1004,15,65,5
2026-08-14 00:42:00,SENS-1004,37,86,12
2026-08-14 00:57:00,SENS-1004,30,79,10
2026-08-14 01:12:00,SENS-1004,19,77,6
2026-08-14 01:27:00,SENS-1004,44,58,14
2026-08-14 01:42:00,SENS-1004,40,69,13
2026-08-14 01:57:00,SENS-1004,42,48,14
2026-08-14 02:12:00,SENS-1004,39,72,13
2026-08-14 02:27:00,SENS-1004,23,77,7
2026-08-14 02:42:00,SENS-1004,32,74,10
2026-08-14 02:57:00,SENS-1004,50,63,16
2026-08-14 03:12:00,SENS-1004,16,59,5
2026-08-14 03:27:00,SENS-1004,37,81,12
2026-08-14 03:42:00,SENS-1004,25,72,8
2026-08-14 03:57:00,SENS-1004,38,98,12
2026-08-14 04:12:00,SENS-1004,29,70,9
2026-08-14 04:27:00,SENS-1004,19,68,6
2026-08-14 04:42:00,SENS-1004,25,73,8
2026-08-14 04:57:00,SENS-1004,30,85,10
2026-08-14 05:12:00,SENS-1004,36,85,12
2026-08-14 05:27:00,SENS-1004,36,63,12
2026-08-14 05:42:00,SENS-1004,41,85,13
2026-08-14 05:57:00,SENS-1004,25,83,8
2026-08-14 06:12:00,SENS-1004,100,66,33
2026-08-14 06:27:00,SENS-1004,85,52,28
2026-08-14 06:42:00,SENS-1004,130,64,43
2026-08-14 06:57:00,SENS-1004,106,45,35
2026-08-14 07:12:00,SENS-1004,285,39,95
2026-08-14 07:27:00,SENS-1004,144,15,68
2026-08-14 07:42:00,SENS-1004,284,26,94
2026-08-14 07:57:00,SENS-1004,205,22,68
2026-08-14 08:12:00,SENS-1004,199,33,66
2026-08-14 08:27:00,SENS-1004,187,35,62
2026-08-14 08:42:00,SENS-1004,228,15,96
2026-08-14 08:57:00,SENS-1004,229,13,96
2026-08-14 09:12:00,SENS-1004,220,12,93
2026-08-14 09:27:00,SENS-1004,242,42,80
2026-08-14 09:42:00,SENS-1004,162,17,74
2026-08-14 09:57:00,SENS-1004,244,36,81
2026-08-14 10:12:00,SENS-1004,97,49,32
2026-08-14 10:27:00,SENS-1004,43,83,14
2026-08-14 10:42:00,SENS-1004,56,64,18
2026-08-14 10:57:00,SENS-1004,48,48,16
2026-08-14 11:12:00,SENS-1004,86,57,28
2026-08-14 11:27:00,SENS-1004,67,59,22
2026-08-14 11:42:00,SENS-1004,77,41,25
2026-08-14 11:57:00,SENS-1004,58,57,19
2026-08-14 12:12:00,SENS-1004,71,62,23
2026-08-14 12:27:00,SENS-1004,92,58,30
2026-08-14 12:42:00,SENS-1004,116,59,38
2026-08-14 12:57:00,SENS-1004,101,61,33
2026-08-14 13:12:00,SENS-1004,60,60,20
2026-08-14 13:27:00,SENS-1004,57,58,19
2026-08-14 13:42:00,SENS-1004,97,39,32
2026-08-14 13:57:00,SENS-1004,49,38,16
2026-08-14 14:12:00,SENS-1004,44,47,14
2026-08-14 14:27:00,SENS-1004,95,45,31
2026-08-14 14:42:00,SENS-1004,57,57,19
2026-08-14 14:57:00,SENS-1004,45,57,15
2026-08-14 15:12:00,SENS-1004,56,65,18
2026-08-14 15:27:00,SENS-1004,54,39,18
2026-08-14 15:42:00,SENS-1004,90,46,30
2026-08-14 15:57:00,SENS-1004,190,68,63
2026-08-14 16:12:00,SENS-1004,286,34,95
2026-08-14 16:27:00,SENS-1004,190,15,83
2026-08-14 16:42:00,SENS-1004,228,33,76
2026-08-14 16:57:00,SENS-1004,211,30,70
2026-08-14 17:12:00,SENS-1004,185,20,61
2026-08-14 17:27:00,SENS-1004,235,32,78
2026-08-14 17:42:00,SENS-1004,210,34,70
2026-08-14 17:57:00,SENS-1004,309,34,100
2026-08-14 18:12:00,SENS-1004,189,31,63
2026-08-14 18:27:00,SENS-1004,265,24,88
2026-08-14 18:42:00,SENS-1004,324,14,100
2026-08-14 18:57:00,SENS-1004,234,36,78
2026-08-14 19:12:00,SENS-1004,288,24,96
2026-08-14 19:27:00,SENS-1004,219,37,73
2026-08-14 19:42:00,SENS-1004,175,38,58
2026-08-14 19:57:00,SENS-1004,218,23,72
2026-08-07 19:57:00,SENS-1005,307,17,100
2026-08-07 20:12:00,SENS-1005,71,46,23
2026-08-07 20:27:00,SENS-1005,60,45,20
2026-08-07 20:42:00,SENS-1005,98,49,32
2026-08-07 20:57:00,SENS-1005,83,56,27
2026-08-07 21:12:00,SENS-1005,77,49,25
2026-08-07 21:27:00,SENS-1005,71,48,23
2026-08-07 21:42:00,SENS-1005,54,52,18
2026-08-07 21:57:00,SENS-1005,110,54,36
2026-08-07 22:12:00,SENS-1005,98,68,32
2026-08-07 22:27:00,SENS-1005,197,85,65
2026-08-07 22:42:00,SENS-1005,57,48,19
2026-08-07 22:57:00,SENS-1005,122,42,40
2026-08-07 23:12:00,SENS-1005,11,59,3
2026-08-07 23:27:00,SENS-1005,14,59,4
2026-08-07 23:42:00,SENS-1005,26,56,8
2026-08-07 23:57:00,SENS-1005,18,89,6
2026-08-08 00:12:00,SENS-1005,38,80,12
2026-08-08 00:27:00,SENS-1005,25,59,8
2026-08-08 00:42:00,SENS-1005,44,95,14
2026-08-08 00:57:00,SENS-1005,19,82,6
2026-08-08 01:12:00,SENS-1005,25,74,8
2026-08-08 01:27:00,SENS-1005,15,100,5
2026-08-08 01:42:00,SENS-1005,32,79,10
2026-08-08 01:57:00,SENS-1005,41,68,13
2026-08-08 02:12:00,SENS-1005,32,69,10
2026-08-08 02:27:00,SENS-1005,22,70,7
2026-08-08 02:42:00,SENS-1005,45,57,15
2026-08-08 02:57:00,SENS-1005,31,67,10
2026-08-08 03:12:00,SENS-1005,27,61,9
2026-08-08 03:27:00,SENS-1005,50,60,16
2026-08-08 03:42:00,SENS-1005,18,89,6
2026-08-08 03:57:00,SENS-1005,39,68,13
2026-08-08 04:12:00,SENS-1005,14,93,4
2026-08-08 04:27:00,SENS-1005,45,73,15
2026-08-08 04:42:00,SENS-1005,8,67,2
2026-08-08 04:57:00,SENS-1005,48,82,16
2026-08-08 05:12:00,SENS-1005,15,73,5
2026-08-08 05:27:00,SENS-1005,12,86,4
2026-08-08 05:42:00,SENS-1005,29,63,9
2026-08-08 05:57:00,SENS-1005,27,79,9
2026-08-08 06:12:00,SENS-1005,148,53,49
2026-08-08 06:27:00,SENS-1005,48,36,16
2026-08-08 06:42:00,SENS-1005,69,50,23
2026-08-08 06:57:00,SENS-1005,186,46,62
2026-08-08 07:12:00,SENS-1005,313,29,100
2026-08-08 07:27:00,SENS-1005,220,21,73
2026-08-08 07:42:00,SENS-1005,238,22,79
2026-08-08 07:57:00,SENS-1005,205,19,88
2026-08-08 08:12:00,SENS-1005,275,42,91
2026-08-08 08:27:00,SENS-1005,191,29,63
2026-08-08 08:42:00,SENS-1005,210,9,90
2026-08-08 08:57:00,SENS-1005,273,33,91
2026-08-08 09:12:00,SENS-1005,132,22,44
2026-08-08 09:27:00,SENS-1005,272,10,100
2026-08-08 09:42:00,SENS-1005,203,22,67
2026-08-08 09:57:00,SENS-1005,273,24,91
2026-08-08 10:12:00,SENS-1005,91,59,30
2026-08-08 10:27:00,SENS-1005,115,64,38
2026-08-08 10:42:00,SENS-1005,80,59,26
2026-08-08 10:57:00,SENS-1005,99,34,33
2026-08-08 11:12:00,SENS-1005,116,55,38
2026-08-08 11:27:00,SENS-1005,96,47,32
2026-08-08 11:42:00,SENS-1005,35,35,11
2026-08-08 11:57:00,SENS-1005,75,48,25
2026-08-08 12:12:00,SENS-1005,159,76,53
2026-08-08 12:27:00,SENS-1005,130,42,43
2026-08-08 12:42:00,SENS-1005,53,50,17
2026-08-08 12:57:00,SENS-1005,45,40,15
2026-08-08 13:12:00,SENS-1005,85,59,28
2026-08-08 13:27:00,SENS-1005,182,51,60
2026-08-08 13:42:00,SENS-1005,150,56,50
2026-08-08 13:57:00,SENS-1005,105,53,35
2026-08-08 14:12:00,SENS-1005,123,61,41
2026-08-08 14:27:00,SENS-1005,93,44,31
2026-08-08 14:42:00,SENS-1005,52,51,17
2026-08-08 14:57:00,SENS-1005,73,78,24
2026-08-08 15:12:00,SENS-1005,95,53,31
2026-08-08 15:27:00,SENS-1005,74,38,24
2026-08-08 15:42:00,SENS-1005,108,60,36
2026-08-08 15:57:00,SENS-1005,84,44,28
2026-08-08 16:12:00,SENS-1005,180,35,60
2026-08-08 16:27:00,SENS-1005,212,18,90
2026-08-08 16:42:00,SENS-1005,178,19,79
2026-08-08 16:57:00,SENS-1005,233,18,97
2026-08-08 17:12:00,SENS-1005,218,20,72
2026-08-08 17:27:00,SENS-1005,218,34,72
2026-08-08 17:42:00,SENS-1005,116,36,38
2026-08-08 17:57:00,SENS-1005,118,27,39
2026-08-08 18:12:00,SENS-1005,292,10,100
2026-08-08 18:27:00,SENS-1005,137,23,45
2026-08-08 18:42:00,SENS-1005,154,22,51
2026-08-08 18:57:00,SENS-1005,183,10,81
2026-08-08 19:12:00,SENS-1005,174,23,57
2026-08-08 19:27:00,SENS-1005,186,21,62
2026-08-08 19:42:00,SENS-1005,336,14,100
2026-08-08 19:57:00,SENS-1005,203,11,87
2026-08-08 20:12:00,SENS-1005,123,61,41
2026-08-08 20:27:00,SENS-1005,66,40,22
2026-08-08 20:42:00,SENS-1005,126,62,42
2026-08-08 20:57:00,SENS-1005,125,47,41
2026-08-08 21:12:00,SENS-1005,101,53,33
2026-08-08 21:27:00,SENS-1005,65,48,21
2026-08-08 21:42:00,SENS-1005,103,40,34
2026-08-08 21:57:00,SENS-1005,82,64,27
2026-08-08 22:12:00,SENS-1005,62,58,20
2026-08-08 22:27:00,SENS-1005,87,54,28
2026-08-08 22:42:00,SENS-1005,125,38,41
2026-08-08 22:57:00,SENS-1005,119,46,39
2026-08-08 23:12:00,SENS-1005,53,73,17
2026-08-08 23:27:00,SENS-1005,15,60,5
2026-08-08 23:42:00,SENS-1005,26,83,8
2026-08-08 23:57:00,SENS-1005,23,77,7
2026-08-09 00:12:00,SENS-1005,17,79,5
2026-08-09 00:27:00,SENS-1005,43,66,14
2026-08-09 00:42:00,SENS-1005,33,92,11
2026-08-09 00:57:00,SENS-1005,30,84,10
2026-08-09 01:12:00,SENS-1005,46,75,15
2026-08-09 01:27:00,SENS-1005,11,84,3
2026-08-09 01:42:00,SENS-1005,21,63,7
2026-08-09 01:57:00,SENS-1005,8,85,2
2026-08-09 02:12:00,SENS-1005,19,84,6
2026-08-09 02:27:00,SENS-1005,24,61,8
2026-08-09 02:42:00,SENS-1005,20,85,6
2026-08-09 02:57:00,SENS-1005,54,62,18
2026-08-09 03:12:00,SENS-1005,39,64,13
2026-08-09 03:27:00,SENS-1005,11,60,3
2026-08-09 03:42:00,SENS-1005,37,81,12
2026-08-09 03:57:00,SENS-1005,12,69,4
2026-08-09 04:12:00,SENS-1005,38,68,12
2026-08-09 04:27:00,SENS-1005,15,64,5
2026-08-09 04:42:00,SENS-1005,21,55,7
2026-08-09 04:57:00,SENS-1005,35,68,11
2026-08-09 05:12:00,SENS-1005,29,100,9
2026-08-09 05:27:00,SENS-1005,18,92,6
2026-08-09 05:42:00,SENS-1005,13,107,4
2026-08-09 05:57:00,SENS-1005,28,56,9
2026-08-09 06:12:00,SENS-1005,102,62,34
2026-08-09 06:27:00,SENS-1005,103,45,34
2026-08-09 06:42:00,SENS-1005,78,42,26
2026-08-09 06:57:00,SENS-1005,79,50,26
2026-08-09 07:12:00,SENS-1005,193,16,84
2026-08-09 07:27:00,SENS-1005,293,38,97
2026-08-09 07:42:00,SENS-1005,181,41,60
2026-08-09 07:57:00,SENS-1005,207,11,89
2026-08-09 08:12:00,SENS-1005,290,17,100
2026-08-09 08:27:00,SENS-1005,215,26,71
2026-08-09 08:42:00,SENS-1005,288,20,96
2026-08-09 08:57:00,SENS-1005,320,10,100
2026-08-09 09:12:00,SENS-1005,296,27,98
2026-08-09 09:27:00,SENS-1005,233,37,77
2026-08-09 09:42:00,SENS-1005,184,32,61
2026-08-09 09:57:00,SENS-1005,144,24,48
2026-08-09 10:12:00,SENS-1005,58,55,19
2026-08-09 10:27:00,SENS-1005,95,45,31
2026-08-09 10:42:00,SENS-1005,117,71,39
2026-08-09 10:57:00,SENS-1005,119,77,39
2026-08-09 11:12:00,SENS-1005,76,55,25
2026-08-09 11:27:00,SENS-1005,97,50,32
2026-08-09 11:42:00,SENS-1005,121,69,40
2026-08-09 11:57:00,SENS-1005,100,37,33
2026-08-09 12:12:00,SENS-1005,89,71,29
2026-08-09 12:27:00,SENS-1005,132,41,44
2026-08-09 12:42:00,SENS-1005,92,54,30
2026-08-09 12:57:00,SENS-1005,70,54,23
2026-08-09 13:12:00,SENS-1005,94,60,31
2026-08-09 13:27:00,SENS-1005,87,41,28
2026-08-09 13:42:00,SENS-1005,43,42,14
2026-08-09 13:57:00,SENS-1005,59,63,19
2026-08-09 14:12:00,SENS-1005,81,50,27
2026-08-09 14:27:00,SENS-1005,136,55,45
2026-08-09 14:42:00,SENS-1005,101,66,33
2026-08-09 14:57:00,SENS-1005,86,56,28
2026-08-09 15:12:00,SENS-1005,145,71,48
2026-08-09 15:27:00,SENS-1005,103,28,34
2026-08-09 15:42:00,SENS-1005,57,63,19
2026-08-09 15:57:00,SENS-1005,73,72,24
2026-08-09 16:12:00,SENS-1005,317,30,100
2026-08-09 16:27:00,SENS-1005,177,22,59
2026-08-09 16:42:00,SENS-1005,277,23,92
2026-08-09 16:57:00,SENS-1005,294,18,100
2026-08-09 17:12:00,SENS-1005,118,37,39
2026-08-09 17:27:00,SENS-1005,140,34,46
2026-08-09 17:42:00,SENS-1005,218,27,72
2026-08-09 17:57:00,SENS-1005,226,39,75
2026-08-09 18:12:00,SENS-1005,212,32,70
2026-08-09 18:27:00,SENS-1005,194,15,84
2026-08-09 18:42:00,SENS-1005,283,21,94
2026-08-09 18:57:00,SENS-1005,190,39,63
2026-08-09 19:12:00,SENS-1005,163,30,54
2026-08-09 19:27:00,SENS-1005,239,25,79
2026-08-09 19:42:00,SENS-1005,350,13,100
2026-08-09 19:57:00,SENS-1005,222,39,74
2026-08-09 20:12:00,SENS-1005,51,68,17
2026-08-09 20:27:00,SENS-1005,102,50,34
2026-08-09 20:42:00,SENS-1005,93,56,31
2026-08-09 20:57:00,SENS-1005,128,50,42
2026-08-09 21:12:00,SENS-1005,109,63,36
2026-08-09 21:27:00,SENS-1005,86,60,28
2026-08-09 21:42:00,SENS-1005,66,42,22
2026-08-09 21:57:00,SENS-1005,77,50,25
2026-08-09 22:12:00,SENS-1005,163,56,54
2026-08-09 22:27:00,SENS-1005,81,62,27
2026-08-09 22:42:00,SENS-1005,139,50,46
2026-08-09 22:57:00,SENS-1005,101,58,33
2026-08-09 23:12:00,SENS-1005,18,61,6
2026-08-09 23:27:00,SENS-1005,26,74,8
2026-08-09 23:42:00,SENS-1005,31,80,10
2026-08-09 23:57:00,SENS-1005,38,98,12
2026-08-10 00:12:00,SENS-1005,16,67,5
2026-08-10 00:27:00,SENS-1005,24,99,8
2026-08-10 00:42:00,SENS-1005,24,49,8
2026-08-10 00:57:00,SENS-1005,25,81,8
2026-08-10 01:12:00,SENS-1005,13,82,4
2026-08-10 01:27:00,SENS-1005,50,83,16
2026-08-10 01:42:00,SENS-1005,41,103,13
2026-08-10 01:57:00,SENS-1005,32,68,10
2026-08-10 02:12:00,SENS-1005,12,69,4
2026-08-10 02:27:00,SENS-1005,9,72,3
2026-08-10 02:42:00,SENS-1005,52,58,17
2026-08-10 02:57:00,SENS-1005,26,84,8
2026-08-10 03:12:00,SENS-1005,47,86,15
2026-08-10 03:27:00,SENS-1005,45,77,15
2026-08-10 03:42:00,SENS-1005,12,81,4
2026-08-10 03:57:00,SENS-1005,55,88,18
2026-08-10 04:12:00,SENS-1005,40,81,13
2026-08-10 04:27:00,SENS-1005,38,86,12
2026-08-10 04:42:00,SENS-1005,23,75,7
2026-08-10 04:57:00,SENS-1005,35,83,11
2026-08-10 05:12:00,SENS-1005,36,78,12
2026-08-10 05:27:00,SENS-1005,17,56,5
2026-08-10 05:42:00,SENS-1005,13,65,4
2026-08-10 05:57:00,SENS-1005,39,64,13
2026-08-10 06:12:00,SENS-1005,61,70,20
2026-08-10 06:27:00,SENS-1005,163,53,54
2026-08-10 06:42:00,SENS-1005,67,32,22
2026-08-10 06:57:00,SENS-1005,131,65,43
2026-08-10 07:12:00,SENS-1005,203,35,67
2026-08-10 07:27:00,SENS-1005,220,29,73
2026-08-10 07:42:00,SENS-1005,236,38,78
2026-08-10 07:57:00,SENS-1005,165,22,55
2026-08-10 08:12:00,SENS-1005,287,27,95
2026-08-10 08:27:00,SENS-1005,301,31,100
2026-08-10 08:42:00,SENS-1005,192,34,64
2026-08-10 08:57:00,SENS-1005,222,23,74
2026-08-10 09:12:00,SENS-1005,122,27,40
2026-08-10 09:27:00,SENS-1005,294,26,98
2026-08-10 09:42:00,SENS-1005,265,23,88
2026-08-10 09:57:00,SENS-1005,182,25,60
2026-08-10 10:12:00,SENS-1005,106,52,35
2026-08-10 10:27:00,SENS-1005,73,38,24
2026-08-10 10:42:00,SENS-1005,111,61,37
2026-08-10 10:57:00,SENS-1005,69,49,23
2026-08-10 11:12:00,SENS-1005,146,68,48
2026-08-10 11:27:00,SENS-1005,111,76,37
2026-08-10 11:42:00,SENS-1005,89,52,29
2026-08-10 11:57:00,SENS-1005,66,54,22
2026-08-10 12:12:00,SENS-1005,92,62,30
2026-08-10 12:27:00,SENS-1005,93,40,31
2026-08-10 12:42:00,SENS-1005,95,58,31
2026-08-10 12:57:00,SENS-1005,116,67,38
2026-08-10 13:12:00,SENS-1005,53,58,17
2026-08-10 13:27:00,SENS-1005,51,45,17
2026-08-10 13:42:00,SENS-1005,106,46,35
2026-08-10 13:57:00,SENS-1005,51,43,17
2026-08-10 14:12:00,SENS-1005,105,43,35
2026-08-10 14:27:00,SENS-1005,55,64,18
2026-08-10 14:42:00,SENS-1005,72,49,24
2026-08-10 14:57:00,SENS-1005,75,40,25
2026-08-10 15:12:00,SENS-1005,147,46,49
2026-08-10 15:27:00,SENS-1005,86,38,28
2026-08-10 15:42:00,SENS-1005,32,51,10
2026-08-10 15:57:00,SENS-1005,86,42,28
2026-08-10 16:12:00,SENS-1005,213,30,71
2026-08-10 16:27:00,SENS-1005,154,38,51
2026-08-10 16:42:00,SENS-1005,254,36,84
2026-08-10 16:57:00,SENS-1005,239,14,99
2026-08-10 17:12:00,SENS-1005,139,35,46
2026-08-10 17:27:00,SENS-1005,163,16,74
2026-08-10 17:42:00,SENS-1005,172,10,77
2026-08-10 17:57:00,SENS-1005,234,35,78
2026-08-10 18:12:00,SENS-1005,204,26,68
2026-08-10 18:27:00,SENS-1005,287,18,100
2026-08-10 18:42:00,SENS-1005,152,22,50
2026-08-10 18:57:00,SENS-1005,141,16,67
2026-08-10 19:12:00,SENS-1005,161,19,73
2026-08-10 19:27:00,SENS-1005,290,27,96
2026-08-10 19:42:00,SENS-1005,205,39,68
2026-08-10 19:57:00,SENS-1005,192,18,84
2026-08-10 20:12:00,SENS-1005,155,48,51
2026-08-10 20:27:00,SENS-1005,115,43,38
2026-08-10 20:42:00,SENS-1005,130,43,43
2026-08-10 20:57:00,SENS-1005,85,39,28
2026-08-10 21:12:00,SENS-1005,153,64,51
2026-08-10 21:27:00,SENS-1005,116,74,38
2026-08-10 21:42:00,SENS-1005,74,45,24
2026-08-10 21:57:00,SENS-1005,103,74,34
2026-08-10 22:12:00,SENS-1005,52,39,17
2026-08-10 22:27:00,SENS-1005,110,79,36
2026-08-10 22:42:00,SENS-1005,65,47,21
2026-08-10 22:57:00,SENS-1005,36,46,12
2026-08-10 23:12:00,SENS-1005,31,93,10
2026-08-10 23:27:00,SENS-1005,11,57,3
2026-08-10 23:42:00,SENS-1005,36,105,12
2026-08-10 23:57:00,SENS-1005,43,62,14
2026-08-11 00:12:00,SENS-1005,13,62,4
2026-08-11 00:27:00,SENS-1005,33,73,11
2026-08-11 00:42:00,SENS-1005,46,75,15
2026-08-11 00:57:00,SENS-1005,42,62,14
2026-08-11 01:12:00,SENS-1005,34,55,11
2026-08-11 01:27:00,SENS-1005,25,53,8
2026-08-11 01:42:00,SENS-1005,53,87,17
2026-08-11 01:57:00,SENS-1005,44,47,14
2026-08-11 02:12:00,SENS-1005,8,83,2
2026-08-11 02:27:00,SENS-1005,26,89,8
2026-08-11 02:42:00,SENS-1005,26,67,8
2026-08-11 02:57:00,SENS-1005,12,81,4
2026-08-11 03:12:00,SENS-1005,15,70,5
2026-08-11 03:27:00,SENS-1005,28,56,9
2026-08-11 03:42:00,SENS-1005,50,86,16
2026-08-11 03:57:00,SENS-1005,12,97,4
2026-08-11 04:12:00,SENS-1005,18,69,6
2026-08-11 04:27:00,SENS-1005,40,76,13
2026-08-11 04:42:00,SENS-1005,22,79,7
2026-08-11 04:57:00,SENS-1005,14,81,4
2026-08-11 05:12:00,SENS-1005,18,76,6
2026-08-11 05:27:00,SENS-1005,20,90,6
2026-08-11 05:42:00,SENS-1005,18,97,6
2026-08-11 05:57:00,SENS-1005,23,79,7
2026-08-11 06:12:00,SENS-1005,46,78,15
2026-08-11 06:27:00,SENS-1005,76,71,25
2026-08-11 06:42:00,SENS-1005,63,60,21
2026-08-11 06:57:00,SENS-1005,154,71,51
2026-08-11 07:12:00,SENS-1005,272,21,90
2026-08-11 07:27:00,SENS-1005,168,31,56
2026-08-11 07:42:00,SENS-1005,203,16,87
2026-08-11 07:57:00,SENS-1005,341,27,100
